index,A,AA,AAL,AAOI,AAON,AAP,AAPL,AAT,ABBV,ABEO,ABG,ABT,ABVC,ACAD,ACCO,ACGL,ACHC,ACIW,ACLS,ACM,ACN,ACNT,ACOR,ACRE,ACRX,ACU,ADBE,ADC,ADD,ADEA,ADES,ADI,ADM,ADMA,ADP,ADSK,ADTN,ADUS,AE,AEE,AEHR,AEIS,AEO,AEP,AES,AEY,AEYE,AFL,AGCO,AGEN,AGIO,AGNC,AGX,AGYS,AHT,AIG,AIM,AIN,AIR,AIRI,AIRT,AIT,AIV,AIZ,AJG,AKAM,AKBA,AKR,AL,ALB,ALEX,ALG,ALGN,ALGT,ALK,ALL,ALLE,ALNT,ALNY,ALOT,ALSN,ALTO,ALX,AMAT,AMBA,AMC,AMCR,AMCX,AMD,AME,AMED,AMEH,AMGN,AMH,AMKR,AMN,AMP,AMPY,AMRC,AMS,AMSC,AMSWA,AMT,AMTX,AMWD,AMZN,AN,ANDE,ANET,ANF,ANGI,ANGO,ANIK,ANIP,ANIX,ANSS,AON,AORT,AOS,AP,APA,APD,APDN,APEI,APH,APOG,APTV,AR,ARAY,ARC,ARCB,ARE,AREN,ARKR,ARL,ARLP,ARMK,ARTW,ARW,ARWR,ASGN,ASH,ASRT,ASTC,ASTE,ASUR,ASXC,ASYS,ATEC,ATEN,ATGE,ATI,ATNI,ATO,ATR,ATRC,ATRI,ATRO,ATSG,AUMN,AVAV,AVB,AVD,AVGO,AVNT,AVNW,AVT,AVY,AWH,AWI,AWK,AWRE,AXDX,AXGN,AXL,AXON,AXP,AXR,AXTI,AYI,AYTU,AZO,AZPN,AZTA,AZZ,B,BA,BAC,BAH,BALL,BAX,BBSI,BBW,BBWI,BBY,BC,BCC,BCDA,BCLI,BCO,BCOV,BCPC,BCRX,BDC,BDL,BDN,BDX,BECN,BEEM,BEN,BERY,BF-B,BFAM,BFH,BFS,BFX,BG,BGFV,BGS,BH,BHE,BHR,BIG,BIIB,BIO,BIOL,BJRI,BK,BKD,BKE,BKNG,BKR,BKTI,BKYI,BLBD,BLDR,BLFS,BLIN,BLK,BLKB,BLMN,BLNK,BLUE,BMI,BMRA,BMRN,BMY,BOOM,BR,BRC,BRFH,BRID,BRK-B,BRKR,BRN,BRO,BRT,BRX,BSET,BSQR,BSX,BURL,BWA,BWEN,BWXT,BX,BXC,BXP,BYD,BYON,BZH,C,CACI,CAG,CAH,CAKE,CAL,CALM,CALX,CAMP,CAPL,CAR,CARA,CASI,CAT,CATO,CATX,CB,CBAY,CBOE,CBRE,CBRL,CBT,CBZ,CCEL,CCI,CCK,CCL,CCLP,CCO,CCOI,CCRN,CDE,CDMO,CDNS,CDP,CDW,CDXC,CDXS,CE,CECO,CEI,CELH,CENT,CENTA,CENX,CERS,CEVA,CF,CFG,CGNX,CHD,CHDN,CHE,CHEF,CHGG,CHH,CHRD,CHRW,CHS,CHSCO,CHTR,CHUY,CI,CIM,CINF,CIVI,CIX,CKX,CL,CLAR,CLDT,CLF,CLH,CLIR,CLMB,CLMT,CLPT,CLW,CLX,CMA,CMC,CMCO,CMCSA,CMCT,CME,CMG,CMI,CMP,CMRX,CMS,CMT,CMTL,CNC,CNK,CNMD,CNP,CNSL,CNTY,CNVS,CNX,CNXN,CODA,CODI,COF,COHR,COHU,COKE,COLM,COMM,COMS,CONN,COO,COP,COR,CORR,CORT,COSM,COST,COTY,CPB,CPE,CPHC,CPIX,CPRT,CPRX,CPS,CPSH,CPSI,CPT,CRAI,CRDF,CREX,CRGE,CRI,CRIS,CRK,CRL,CRM,CRMD,CRMT,CROX,CRS,CRUS,CRWS,CSBR,CSCO,CSGP,CSGS,CSL,CSPI,CSR,CSV,CSX,CTAS,CTG,CTGO,CTHR,CTLP,CTLT,CTO,CTRA,CTRN,CTS,CTSH,CTSO,CUBE,CUEN,CUK,CULP,CUTR,CUZ,CVCO,CVGI,CVGW,CVI,CVLG,CVLT,CVR,CVS,CVU,CVV,CVX,CW,CXT,CXW,CYAN,CYCCP,CYH,CYRX,CYTH,CYTK,CZR,D,DAIO,DAKT,DAL,DAN,DAR,DBI,DCI,DCO,DD,DDD,DDS,DE,DECK,DEI,DENN,DFS,DG,DGII,DGLY,DGX,DHC,DHI,DHR,DHX,DIN,DINO,DIOD,DIS,DISH,DIT,DJCO,DK,DKL,DKS,DLA,DLB,DLHC,DLPN,DLR,DLTR,DLX,DMK,DMLP,DMRC,DOC,DORM,DOV,DPZ,DRH,DRI,DRQ,DRRX,DSGR,DSS,DTE,DTST,DUK,DVA,DVAX,DVN,DWSN,DXC,DXCM,DXLG,DXPE,DXYN,DY,DYAI,DYNT,EA,EAT,EBAY,EBF,EBIX,EBS,ECL,ED,EDSA,EDUC,EFOI,EFX,EG,EGAN,EGHT,EGIO,EGLE,EGP,EGRX,EHC,EIGR,EIX,EKSO,EL,ELA,ELMD,ELME,ELS,ELSE,ELV,EME,EMKR,EML,EMN,EMR,ENG,ENOV,ENPH,ENS,ENSG,ENSV,ENTG,ENV,ENZ,EOG,EP,EPAC,EPAM,EPC,EPM,EPR,EPSN,EQC,EQIX,EQR,EQT,ERII,ES,ESCA,ESE,ESI,ESOA,ESP,ESPR,ESRT,ESS,ETD,ETN,ETR,ETSY,EVC,EVI,EVOK,EVRG,EVRI,EW,EXAS,EXC,EXEL,EXLS,EXP,EXPD,EXPE,EXPO,EXPR,EXR,EXTR,EYPT,EZPW,F,FANG,FARM,FARO,FAST,FBIN,FBIO,FC,FCEL,FCFS,FCN,FCX,FDS,FDX,FE,FEIM,FELE,FET,FF,FFIV,FGH,FI,FICO,FIS,FITB,FIVE,FIX,FIZZ,FL,FLL,FLNT,FLO,FLR,FLS,FLT,FLWS,FLXS,FMC,FOLD,FONR,FORM,FORR,FOSL,FOXF,FPAY,FR,FRD,FRT,FSLR,FSP,FSS,FSTR,FTEK,FTK,FTLF,FTNT,FUL,FUN,FWONA,FWRD,GAIA,GATX,GBR,GBX,GCI,GCO,GD,GDEN,GE,GEG,GEL,GEN,GENC,GEO,GEOS,GES,GEVO,GFF,GGG,GHC,GHM,GIC,GIFI,GIII,GILD,GIS,GL,GLDD,GLP,GLPI,GLT,GLW,GM,GME,GMED,GMGI,GNRC,GNSS,GNTX,GOGO,GOOD,GOOG,GOOGL,GORO,GPC,GPI,GPK,GPN,GPRE,GPS,GRBK,GRC,GRMN,GRPN,GS,GSAT,GSIT,GT,GTIM,GTLS,GTN,GVA,GVP,GWRE,GWW,GYRE,H,HA,HAE,HAIN,HAL,HALO,HAS,HAYN,HBAN,HBI,HBIO,HCA,HCKT,HCSG,HD,HDSN,HEAR,HEES,HEI,HEP,HES,HGBL,HHH,HHS,HI,HIBB,HIG,HII,HIW,HL,HLIO,HLIT,HLT,HLX,HNI,HNRG,HOFT,HOG,HOLX,HON,HOV,HOVNP,HP,HPQ,HQI,HR,HRB,HRI,HRL,HROW,HRTX,HSIC,HSII,HSON,HST,HSTM,HSY,HT,HTLD,HUBB,HUBG,HUM,HUN,HURC,HURN,HUSA,HVT,HWKN,HXL,HY,HZO,IAC,IART,IBIO,IBM,IBP,ICAD,ICCC,ICE,ICFI,ICUI,IDEX,IDN,IDT,IDXX,IEP,IESC,IEX,IFF,IGC,IGT,III,IIIN,ILMN,IMGN,IMKTA,IMMR,INCY,INFU,INGN,INGR,INN,INOD,INPX,INSG,INSM,INTC,INTG,INTT,INTU,INTZ,INUV,INVA,INVE,IONS,IOR,IOSP,IP,IPAR,IPDN,IPG,IPGP,IPI,IPWR,IQV,IRBT,IRDM,IRIX,IRM,IRT,IRWD,ISDR,ISRG,ISSC,IT,ITCI,ITGR,ITI,ITRI,ITT,ITW,IVAC,IVDA,IVT,IVZ,IZEA,J,JACK,JAKK,JAN,JBHT,JBL,JBLU,JBSS,JBT,JCI,JCTCF,JJSF,JKHY,JNJ,JNPR,JOB,JOE,JOUT,JPM,JVA,JWN,K,KAI,KALU,KAMN,KAR,KBH,KBR,KDP,KELYA,KELYB,KEQU,KEX,KEY,KEYS,KFRC,KFY,KGEI,KHC,KIM,KIRK,KLAC,KMB,KMI,KMT,KMX,KN,KNX,KO,KODK,KOP,KOPN,KOSS,KPTI,KR,KRC,KRG,KRMD,KRO,KSS,KTCC,KTOS,KVHI,KWR,L,LAB,LAD,LAKE,LAMR,LANC,LAND,LCII,LCTX,LCUT,LDOS,LDWY,LE,LEA,LECO,LEE,LEG,LEN,LFCR,LFMD,LFUS,LFVN,LGIH,LGL,LGMK,LGND,LH,LHX,LII,LIN,LINC,LIND,LINK,LIVE,LKQ,LL,LLY,LMAT,LMNR,LMT,LNN,LNT,LNW,LOGI,LOPE,LOW,LPCN,LPSN,LPTH,LPX,LQDT,LRCX,LRN,LSCC,LSTR,LTC,LTRX,LULU,LUMN,LUNA,LUV,LVS,LWAY,LXP,LXRX,LXU,LYB,LYTS,LYV,LZB,M,MA,MAA,MAC,MAN,MANH,MAR,MARA,MARK,MAS,MASI,MAT,MATV,MATW,MATX,MAYS,MBUU,MCD,MCHP,MCHX,MCK,MCO,MCRI,MCS,MD,MDC,MDLZ,MDRX,MDT,MDU,MDVL,MDXG,MED,MEDS,MEI,MEIP,MET,META,MG,MGEE,MGM,MGNX,MGPI,MGRC,MHH,MHK,MHO,MICS,MIDD,MIND,MITK,MKC,MKSI,MKTX,MLAB,MLI,MLKN,MLM,MLR,MLSS,MMAT,MMC,MMLP,MMM,MMS,MMSI,MNKD,MNOV,MNRO,MNST,MNTX,MO,MOBQ,MOD,MODG,MODN,MODV,MOH,MOS,MOV,MPAA,MPC,MPLX,MPU,MPW,MPWR,MPX,MRC,MRIN,MRK,MRO,MRTN,MRTX,MRVL,MS,MSA,MSB,MSCI,MSFT,MSI,MSM,MSN,MSTR,MTB,MTCH,MTD,MTDR,MTEX,MTH,MTN,MTRN,MTRX,MTSI,MTW,MTX,MTZ,MU,MUR,MUSA,MVIS,MWA,MXC,MXL,MYE,MYGN,MYMD,MYRG,NAII,NATH,NATR,NBIX,NC,NCLH,NCMI,NDAQ,NDLS,NDSN,NEE,NEM,NEO,NEOG,NEPH,NEU,NFLX,NGS,NGVC,NHC,NHI,NHWK,NI,NKE,NKTR,NL,NNBR,NNN,NOC,NOG,NOTV,NOV,NOW,NPK,NPO,NR,NRC,NRG,NRP,NS,NSC,NSIT,NSP,NSSC,NSTG,NSYS,NTAP,NTCT,NTIC,NTRS,NTWK,NUE,NURO,NUS,NUWE,NVAX,NVDA,NVEC,NVEE,NVFY,NVR,NWL,NWPX,NWS,NWSA,NX,NXPI,NXPL,NXST,NYT,O,OBLG,OC,OCC,ODC,ODFL,OESX,OFLX,OGEN,OHI,OI,OII,OIS,OKE,OLB,OLED,OLN,OLP,OMC,OMCL,OMER,OMEX,OMI,OMQS,ON,ONVO,OPCH,OPI,OPK,OPRX,ORCL,ORGS,ORLY,ORN,OSIS,OSK,OSPN,OSUR,OTRK,OXM,OXY,PAA,PACB,PAG,PAGP,PALT,PANL,PANW,PARA,PARR,PATK,PAYC,PAYS,PAYX,PBF,PBH,PBPB,PBYI,PCAR,PCG,PCH,PCRX,PCTI,PCTY,PDCO,PDEX,PDFS,PDM,PEAK,PEB,PED,PEG,PEGA,PEGY,PENN,PEP,PETS,PFE,PFG,PFIE,PFIN,PFMT,PG,PGEN,PGR,PGTI,PH,PHIO,PHM,PHX,PII,PINC,PKG,PKOH,PLAB,PLCE,PLD,PLOW,PLPC,PLUG,PLUS,PLXS,PM,PMD,PNC,PNR,PNRG,PNW,POAI,POCI,PODD,POOL,POST,POWI,POWL,PPC,PPG,PPIH,PPL,PPSI,PRDO,PRFT,PRG,PRGO,PRGS,PRIM,PRLB,PRO,PRPH,PRSO,PRTS,PRU,PSA,PSMT,PSX,PTC,PTCT,PTEN,PTN,PTSI,PVH,PW,PWFL,PWR,PXD,PXLW,PYPL,PZZA,QCOM,QDEL,QLYS,QMCO,QNST,QRTEA,QRTEB,QRVO,QTWO,QUAD,QUBT,QUIK,R,RAIL,RAMP,RARE,RAVE,RBBN,RBC,RCAT,RCEL,RCKY,RCL,RCMT,RCRT,RDI,RDIB,RDNT,RDUS,REG,REGN,REI,RELL,REPX,RES,REX,REXR,RF,RFIL,RGEN,RGLD,RGP,RGR,RGS,RH,RHI,RHP,RICK,RIGL,RJF,RL,RLGT,RLJ,RMBS,RMCF,RMD,RMTI,RNG,ROCK,ROG,ROI,ROIC,ROK,ROL,ROP,ROST,RPM,RPT,RRC,RRGB,RS,RSG,RSSS,RTO,RTX,RUSHA,RUSHB,RVNC,RVP,RVTY,RVYL,RYN,SAH,SAIA,SAIC,SALM,SAM,SANM,SANW,SASI,SATS,SAVE,SBAC,SBGI,SBH,SBRA,SBUX,SCCO,SCHL,SCHW,SCI,SCKT,SCL,SCOR,SCS,SCSC,SCTL,SCVL,SCX,SEAS,SEB,SEDG,SEE,SELF,SEM,SENEA,SENEB,SFM,SGA,SGC,SGEN,SGLY,SGMA,SGRP,SGU,SHEN,SHO,SHOO,SHW,SHYF,SIF,SIGA,SINT,SIRI,SITC,SIX,SJM,SKT,SKX,SKY,SKYW,SLAB,SLB,SLCA,SLG,SLGN,SLNH,SLP,SLS,SM,SMCI,SMG,SMID,SMLR,SMP,SMSI,SMTC,SMTI,SNA,SNBR,SNCR,SNDA,SNGX,SNOA,SNPS,SNX,SO,SOBR,SOFO,SOHO,SON,SOTK,SP,SPG,SPGI,SPH,SPLK,SPLP,SPOK,SPR,SPSC,SPTN,SPWR,SPXC,SRC,SRDX,SRE,SRI,SRPT,SRT,SSD,SSKN,SSNC,SSNT,SSP,SSTK,SSY,SSYS,STAA,STAF,STAG,STCN,STE,STLD,STRA,STRL,STRM,STRR,STRS,STRT,STT,STX,STXS,STZ,SUI,SUN,SUP,SUPN,SVC,SVT,SWBI,SWK,SWKS,SWN,SXC,SXI,SXT,SYF,SYK,SYNA,SYPR,SYY,T,TACT,TAIT,TAP,TAST,TAYD,TBI,TCRT,TCS,TDC,TDG,TDS,TDW,TDY,TECH,TEL,TELL,TER,TEX,TFC,TFX,TG,TGI,TGNA,TGT,TGTX,THC,THMO,THO,THR,THRM,THS,TILE,TISI,TITN,TJX,TKR,TLF,TLYS,TMHC,TMO,TMUS,TNC,TNDM,TNL,TOL,TOON,TPC,TPCS,TPH,TPL,TPR,TPX,TR,TRAK,TRGP,TRI,TRIP,TRMB,TRN,TRNS,TROW,TROX,TRS,TRT,TRV,TRVN,TSCO,TSLA,TSN,TSRI,TT,TTC,TTEC,TTEK,TTGT,TTI,TTMI,TTNP,TTWO,TUP,TVTX,TWI,TWIN,TXMD,TXN,TXRH,TXT,TYL,TZOO,UAA,UAL,UAN,UAVS,UCTT,UDR,UEIC,UFI,UFPI,UFPT,UG,UHAL,UHS,UHT,UI,UIS,ULH,ULTA,UMH,UNF,UNFI,UNH,UNP,UONE,UONEK,UPBD,UPS,URBN,URI,USAP,USB,USEG,USLM,USM,USNA,USPH,UTHR,UTI,UTMD,UUU,UVV,V,VATE,VBIV,VC,VCEL,VCYT,VECO,VEEV,VERU,VFC,VGR,VGZ,VHI,VIAV,VICR,VIRC,VIRX,VISL,VIVK,VLGEA,VLO,VMC,VMI,VNDA,VNO,VOXX,VPG,VRA,VRE,VRME,VRNS,VRNT,VRSK,VRSN,VRTX,VSAT,VSEC,VSH,VSTM,VTLE,VTNR,VTOL,VTR,VTRS,VTSI,VUZI,VVI,VZ,WAB,WAT,WAVD,WBA,WBD,WCC,WDAY,WDC,WDFC,WEC,WELL,WEN,WERN,WEX,WEYS,WFC,WFCF,WGO,WHLM,WHLR,WHR,WINA,WIRE,WKC,WKHS,WLDN,WLFC,WLK,WLY,WLYB,WM,WMB,WMK,WMT,WNC,WOLF,WOR,WPC,WRB,WRK,WSM,WSO,WSR,WST,WTER,WTI,WTS,WTW,WU,WVVI,WW,WWD,WWR,WWW,WY,WYNN,WYY,X,XEL,XOM,XOMA,XPL,XPO,XPRO,XRAY,XRX,XTNT,XWEL,XYL,YELP,YUM,ZBH,ZBRA,ZD,ZEUS,ZG,ZION,ZTS,ZUMZ,ZWS,ZYXI
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
