index,VRSN,CMI,WDC,CSX,KMB,BMY,REGN,VFC,VMC,MNST,HES,NEM,MAA,FDX,FAST,BSX,PAYX,SPG,MCHP,XRAY,ARE,NDSN,POOL,ALB,TJX,QCOM,CDW,OMC,MGM,GLW,WELL,FMC,ADBE,TRMB,MSFT,MDLZ,SWKS,HOLX,ORLY,AVY,MMM,CLX,FFIV,ADSK,PPG,HUBB,SJM,ROST,TMUS,DLR,BR,LUV,FTNT,ULTA,CRM,URI,F,ZBH,LDOS,EL,CPB,UNP,LOW,ADP,PODD,CL,CTRA,NFLX,DOV,TGT,WST,MO,CCI,ZBRA,RHI,GOOG,TXN,INCY,KIM,CVS,KMX,IBM,PH,CMG,AKAM,ABBV,LHX,BKR,NKE,HSY,BBWI,IRM,PKG,EMR,GD,OXY,LKQ,FSLR,LRCX,HAS,INTU,PEP,EXPD,AOS,RCL,TECH,BWA,AMT,VLO,CHD,SYK,TFX,DVN,SNPS,MSI,TER,ALLE,CCL,CPT,ODFL,UPS,FLT,MHK,EMN,MCD,SHW,DGX,MPC,DPZ,EA,ROP,DXCM,MAR,RTX,WHR,VRSK,FI,SWK,J,IP,MU,WBA,MLM,NOW,TSLA,PFE,CVX,BG,TSN,ELV,CHRW,CAT,MA,SEE,NUE,XOM,COP,RVTY,HD,EOG,COST,WYNN,AVGO,CHTR,TMO,BIIB,IPG,HAL,WMT,KO,LIN,PARA,PG,UAL,LH,GOOGL,INTC,HRL,DRI,BDX,IT,AMGN,BA,GPN,AMZN,LVS,TDG,EQR,EBAY,NOC,FRT,GEN,GIS,CPRT,EXR,GILD,DIS,DG,LLY,ABT,WAT,V,PANW,HON,BBY,GM,DLTR,AZO,FANG,ZTS,HSIC,AAPL,UDR,BALL,SNA,FICO,EW,PTC,KDP,FIS,O,CTAS,HST,VTRS,ILMN,IFF,EQT,ON,ALK,PWR,APA,META,HLT,AMD,PCAR,EXPE,TTWO,STLD,STE,GPC,REG,TYL,UHS,NVDA,MAS,BAX,EQIX,CTSH,CRL,TDY,ALGN,CSCO,JKHY,CAH,PSX,TSCO,PEAK,TPR,RMD,JNJ,AAL,FCX,LEN,T,DHI,ITW,PM,MOH,CI,UNH,PSA,AVB,YUM,MRK,AXON,ORCL,IEX,ADI,WAB,IDXX,APD,HPQ,SBUX,PLD,MTCH,CNC,MCK,EPAM,PHM,MPWR,DHR,MOS,HCA,BXP,IQV,ENPH,CMCSA,NSC,TXT,NCLH,CDNS,RL,DE,A,AMAT,SYY,ADM,LYV,MRO,COO,ESS,LMT,ISRG,CF,XYL,DVA,GNRC,NWSA,MSCI,NTAP,APH,CE,JBHT,WY,DD,GWW,HII,NVR,WBD,COR,MDT,NWS,K,JNPR,DAL,BIO,KLAC,ECL,PXD,VRTX,SBAC,GE,CAG,KR,HUM,ROK,AME,VTR,MKC,STZ,BKNG
2014-01,7.921558736583972e-07,7.471151715119326e-07,4.237868074316506e-07,5.164845411271319e-08,5.184085431452417e-07,1.106695554675822e-07,1.2066091586624316e-06,4.5061488361580244e-07,1.098393222789954e-06,1.306886491947127e-07,3.9907551473114325e-07,1.0739212240688568e-07,2.3441721186942903e-06,4.723806726844987e-07,2.0677993471152126e-07,9.318444556956628e-08,3.965557693871804e-07,6.397714047174973e-07,2.7737653414061466e-07,1.0956558080309268e-06,2.368146607809876e-06,4.196609606457097e-06,5.907677466070092e-06,1.8042821810922549e-06,1.461732269327786e-07,1.0140346920314445e-07,3.182782307110932e-06,7.361521925360283e-07,8.073046713965652e-08,9.005380894116905e-08,4.441741493352472e-07,1.3274452546191517e-06,3.32498709156887e-07,9.098769688438392e-07,2.4853840579018856e-08,1.0133942006329155e-07,3.3442858184568855e-07,4.4133111996980363e-07,1.561048295414942e-06,1.1051835001363851e-06,3.626998715239345e-07,7.505743645887431e-07,5.282912016985876e-07,3.874829158747622e-07,5.083510429909312e-07,3.6238204326141217e-06,1.1716429371517709e-06,2.711843126092576e-07,1.8075251534504286e-07,6.172253046743698e-07,1.3003641356726423e-06,1.156912061712845e-07,5.9286115802215136e-08,8.756141263094616e-07,2.397950888690509e-07,6.471874389114943e-07,2.2290418697645334e-08,8.794882704759744e-07,1.3250952477266506e-06,6.24813360394939e-07,5.398963374836615e-07,2.2950103939331082e-07,1.6346164742542373e-07,5.404435711155789e-07,2.0908538669777982e-06,3.083290195702829e-07,2.052090953739363e-07,4.4803741802537726e-08,6.729911136837387e-07,1.605955683869601e-07,2.734946443995458e-06,1.1882028020272217e-07,3.434672193094146e-07,6.382794363184555e-06,8.874074157471466e-07,1.0888942011060577e-08,1.5940603020520778e-07,6.530746287602837e-07,3.185419411567052e-07,1.8376707870143749e-07,4.54028402463686e-07,1.7962508249828296e-07,9.03802763226884e-07,2.173084504469837e-06,6.633064051955726e-07,1.4105701127472836e-07,1.495080823987968e-06,2.028623499488809e-07,1.3510036630035996e-07,1.124306238432389e-06,4.2428024582858523e-07,4.341105757795228e-07,1.3264569442350684e-06,3.5212445963608604e-07,5.274422827952527e-07,2.487608155742573e-07,5.38272768389126e-07,2.7195497365628333e-07,5.618073760114048e-07,8.587929533090665e-07,7.029766720799164e-07,2.168863482668629e-07,1.0236790549816124e-06,6.537366792405597e-07,5.944558483131731e-07,1.0059862298089814e-06,6.450186540857113e-07,4.5784341133380553e-07,1.2941472049191556e-07,8.010819172467089e-07,6.683741176617967e-07,4.610029249182923e-06,3.506508471066844e-07,1.5040758181083066e-06,7.62700674478105e-07,2.911649308098296e-07,9.709603808047086e-07,2.7680449885282284e-07,1.7965921626445665e-06,1.464805102086423e-06,2.779744045654027e-07,1.050273304347403e-06,1.2130412526372265e-06,6.694306661107968e-07,1.980804116131022e-07,4.831153367525629e-07,4.543303830287275e-07,1.503661160717654e-07,1.7525657153000377e-06,2.1144684122182158e-07,2.666141096845328e-06,3.902912304670539e-07,4.97831276181006e-07,1.9598269685477443e-07,1.1321020264265136e-06,1.3152380477917475e-06,4.440907388846876e-07,6.646685547965966e-07,1.1129225772606818e-06,3.145247856772427e-07,3.0667937270034954e-08,1.748988092567169e-07,1.847774346314985e-06,6.981102452564954e-07,9.200565519379685e-09,3.879870853475768e-08,1.757080790107641e-07,1.3592991622938215e-06,3.118469769530306e-07,0.0,6.030211971751757e-07,1.7411773321528473e-07,1.2074158542627342e-07,7.730694237145089e-07,5.256255520801584e-07,8.446148831815885e-08,2.066951055627213e-07,1.2511124608329109e-06,1.675088567500662e-07,3.082659909277767e-07,4.3168692568964606e-07,6.202297930993749e-07,5.717230968164329e-07,9.55189254378415e-07,4.452254064637156e-07,7.618580301578136e-07,3.117978812319293e-07,1.2102228782030452e-07,1.5435302154669256e-07,7.591472625268757e-08,8.545825770902396e-07,2.309862590402767e-07,1.0134365135632941e-07,1.6501933689910158e-07,9.335208296630124e-07,1.0940697144160248e-08,2.9708559858640544e-08,6.596205006250949e-07,7.1268933698008e-07,1.258818262444501e-06,2.8452081865955947e-06,3.007678705953821e-07,2.232968099925444e-07,6.094607588433378e-07,1.716555272038126e-08,2.0753325657034134e-07,3.1606223208642387e-06,4.979232849241974e-07,2.7246637489685072e-08,7.333138538446854e-07,1.9081405542903395e-06,1.4450724939828594e-07,2.917762118119304e-07,2.66985636638326e-07,1.3904168392758412e-06,9.636260413248841e-08,1.5283771973500661e-07,2.642825015834199e-07,1.7058159976803938e-07,1.4018085964278966e-07,1.680818276775361e-06,8.522125576789163e-08,3.072675832488007e-07,3.789128876552006e-07,1.1475976533707557e-07,5.0345621416840115e-08,3.441601670530456e-07,3.3100360573648564e-06,1.2591829899547086e-06,3.096061556914876e-07,9.642110533743307e-07,2.707669420477353e-09,6.366516583403253e-07,6.604517240035816e-07,4.23306456449991e-06,6.137918220476393e-06,1.2524327912170398e-07,1.66705517671209e-06,8.28393572079042e-07,7.869091923791195e-07,5.483952361413416e-07,1.8241818312076585e-06,1.5467289689285006e-07,3.210958241303329e-07,5.507790786042227e-07,2.547732604501185e-06,4.768857092893163e-07,1.6532370406756765e-07,7.085887343330659e-07,7.587978612433306e-07,4.070264469570564e-07,1.8732347736289236e-08,1.2123903894310743e-06,3.3635809482062484e-08,4.416498842788348e-07,5.093955507519582e-07,5.250329168705094e-07,4.517818554591886e-07,4.62332604894062e-06,1.2812147770196603e-06,2.653811468652491e-06,7.246395640123845e-06,1.6810261699328218e-06,4.1225279572992874e-08,2.5725898518797904e-07,1.692404961184421e-07,1.2273987489752746e-06,2.5260175531045085e-07,2.0199954712050945e-06,7.67094589756012e-06,9.031695401424454e-07,2.522124275744059e-08,3.3597868941978666e-06,4.080424535146389e-07,2.9091065524805894e-07,8.756318373853898e-07,3.0066224125452045e-07,2.428226046057851e-07,9.427200344081136e-07,1.1659680867578333e-07,8.102209581732342e-08,8.46681934473527e-08,2.54294409517346e-07,2.8514717753154893e-08,1.6349286333878038e-07,5.222557182744652e-07,1.7001782802235677e-07,1.8762165049176544e-06,0.0,2.050327318009527e-07,1.5389196316415215e-06,1.055045773340115e-06,2.119341222464653e-07,7.79341403270878e-08,9.350866045531144e-07,6.50347011020381e-08,2.9441149938680427e-06,4.966135329193655e-07,2.095596126560692e-06,1.743606118265965e-06,8.538359422845793e-07,3.3378517413693114e-08,8.70795724627084e-08,4.240196678521127e-07,2.585873639835399e-07,5.09925215363606e-07,4.869017619142669e-07,4.637477392841211e-06,1.5722990796532278e-07,4.633311196144418e-06,2.590492688973509e-07,3.312941269177663e-07,3.743706176709098e-07,1.1781625143005957e-06,2.752910756930718e-06,3.0998107441107097e-06,4.406663194249353e-08,5.602234594418063e-07,4.1971880642914534e-07,1.738780782819887e-06,3.806194972476519e-07,1.252292451079698e-06,3.60485304378969e-07,3.127248610453308e-07,1.1101184021085533e-07,2.575610018318434e-07,2.175942777943037e-07,8.07462750760981e-07,2.3209042275491635e-07,2.301061232068806e-06,2.5589502739382685e-06,5.476642653982982e-07,1.987515534140022e-07,2.695088496556196e-07,9.47199615948862e-07,8.21538941056498e-07,1.3963901745870423e-06,3.154120574943947e-07,2.503422784506451e-06,2.923980049149588e-07,4.350160222375324e-07,9.475351246388172e-07,1.4642457550320017e-06,3.486820213767194e-07,1.3499037684916666e-07,2.242824695021103e-06,2.379994861147074e-06,2.1859631242685037e-05,3.404139276971522e-07,6.032249709629213e-07,1.9126252806435104e-07,0.0,5.684622473911667e-07,1.151451673694228e-07,7.239954330799179e-08,8.753909083918924e-06,7.283239047187673e-07,9.764689163419256e-07,6.230455854700333e-07,6.718174011975311e-07,9.005226261407011e-07,1.593310320262386e-07,3.2572943370900025e-07,1.252611177866101e-07,0.0,1.3278583919926269e-06,1.1983345267196084e-06,6.026313527502163e-07,6.763871025942427e-07,6.196318581587547e-07,0.0
2014-02,5.294001595511026e-07,5.019231241524407e-07,6.072581020567559e-07,5.7133236285977615e-08,5.554150767254631e-07,1.2406805064183378e-07,9.032280826198224e-07,3.387256769259357e-07,1.062119134839778e-06,1.0141936076556995e-07,3.350571199222051e-07,8.781228452492114e-08,1.7160723065284068e-06,4.713935889944601e-07,2.542418235560702e-07,8.991924852829675e-08,4.004575449026569e-07,6.976078848703986e-07,2.523530363274999e-07,8.878730999688563e-07,2.2942260683345976e-06,3.5373073083292e-06,5.996219690678708e-06,2.1845233879030102e-06,1.2211496807946913e-07,1.140684441958517e-07,4.114705170275831e-06,6.880378707600259e-07,9.901309944165509e-08,8.585141794754608e-08,5.892245796729109e-07,9.56231849969629e-07,2.6099323003295024e-07,6.531797589710431e-07,2.8554450713037784e-08,1.2180698862804013e-07,3.2377751550261865e-07,4.983582146874887e-07,1.1576557141397444e-06,1.2582500992991807e-06,3.3168437207843164e-07,9.068019774795942e-07,6.602454385908303e-07,3.683717243454761e-07,5.509190504755253e-07,4.416137849457387e-06,8.539068901480665e-07,2.196371413497437e-07,2.0656770562568547e-07,8.078594802615552e-07,1.6687064843139843e-06,1.2711684912953396e-07,1.0517389746591117e-07,1.1670538746892057e-06,1.7912549316176037e-07,6.853546045773318e-07,2.9734499216324638e-08,8.958182282649787e-07,2.0706645803456947e-06,3.898120337685682e-07,5.578510025807027e-07,2.530250795979552e-07,1.4184422729182078e-07,4.266536723783316e-07,2.333835999284737e-06,2.80541635051731e-07,1.2961019148362433e-07,6.435450725567085e-08,3.9962718639517453e-07,1.2536954429422828e-07,4.252890319737026e-06,1.2476911807320117e-07,4.478030214247195e-07,4.096872157602405e-06,9.274466296438016e-07,1.2539562798374032e-08,1.756316372571359e-07,5.070090601340009e-07,3.593215654851845e-07,1.6263739028439477e-07,7.16928970652008e-07,2.1368026526733646e-07,8.138739262092685e-07,2.4110795409212805e-06,2.898097784987521e-07,1.6595319954286893e-07,1.4750176297321416e-06,2.2376050666968402e-07,1.4339512641611026e-07,7.65961455489316e-07,3.567751757144581e-07,6.202797052420401e-07,9.933426900357166e-07,2.825351572176425e-07,4.031194422539315e-07,2.2123195362496695e-07,4.444149392482008e-07,2.738618457976648e-07,4.774048039921819e-07,6.34338196796861e-07,4.929660761668222e-07,1.4697728691227948e-07,7.489185618974491e-07,7.946049927589321e-07,6.570773250064964e-07,1.002367886221302e-06,5.873707323780781e-07,5.172400115586392e-07,1.2043701746359012e-07,6.465441249698139e-07,5.386707817477055e-07,3.6372251029084025e-06,3.038997916368954e-07,1.3874824980455616e-06,1.091757010427245e-06,2.894424167540887e-07,8.746816600146763e-07,3.77109103142974e-07,1.253478278538493e-06,1.345893205175918e-06,2.955194272660935e-07,9.83148870978932e-07,9.75278772014398e-07,6.215557121672996e-07,2.120006649476958e-07,3.937147430176558e-07,4.774292626648188e-07,1.5273564498563377e-07,1.7245155301363894e-06,2.403650987968186e-07,2.023474042495746e-06,2.873243415785016e-07,4.398943739180566e-07,1.8447322919093065e-07,7.135992540865965e-07,1.2186378778581222e-06,3.8043011178022556e-07,8.312451171569119e-07,1.1442077830882271e-06,2.770989742502091e-07,3.3750530800713015e-08,1.4380677007610908e-07,1.6689493508010553e-06,7.802743118548848e-07,7.373391948592443e-09,3.738880844706172e-08,1.3884062757486706e-07,9.22795268867466e-07,2.794510452872786e-07,0.0,5.02255153637279e-07,1.746505932929257e-07,1.5645375948096773e-07,5.372438623724934e-07,5.349385607042261e-07,7.887198294806953e-08,1.6900420527107468e-07,9.10447851680644e-07,1.392110693905675e-07,2.393993036461451e-07,4.930064545108296e-07,6.067007576021224e-07,5.831330754862917e-07,5.151762958879186e-07,3.2645771458418575e-07,7.269828694051778e-07,2.236662801152372e-07,1.102976609908804e-07,1.4485341282719053e-07,5.4931403804287e-08,7.979604651049238e-07,1.6383401355315966e-07,1.1146217847461377e-07,2.314092118867056e-07,8.513431779379358e-07,1.2599163321008232e-08,4.059872257686394e-08,5.967161485322792e-07,7.115588126137327e-07,9.506564866614156e-07,1.894859977107248e-06,3.1995168759710786e-07,1.725611352636412e-07,8.946488796479073e-07,1.2364297066934991e-08,2.1983941872307658e-07,3.731293443008211e-06,4.6800402023890006e-07,3.5052666494396444e-08,7.234963624620237e-07,1.9899948497658286e-06,1.4133525987454288e-07,3.695068917397526e-07,1.74953146654139e-07,1.2511244774305237e-06,8.635755304101416e-08,1.3345682135567585e-07,2.878772113532133e-07,1.856603537738482e-07,1.170498648553137e-07,1.999657546745788e-06,8.651540098947419e-08,2.116266181802205e-07,3.268406959807236e-07,1.3009099278431044e-07,3.603142705439414e-08,3.998233773636217e-07,2.970987682080022e-06,1.0732192941258592e-06,2.0687395380588453e-07,8.78020408240302e-07,3.297407599418991e-09,5.655450842201803e-07,4.852694739925788e-07,2.579379195351852e-06,5.107152131211681e-06,1.562307884853939e-07,1.1602258568232795e-06,4.573831081136769e-07,8.07439500488453e-07,4.844812205807605e-07,1.7465865640025552e-06,1.3711545471263389e-07,2.4461775361057484e-07,5.668686678726988e-07,2.591420472917675e-06,3.015777246713776e-07,1.6714811255658717e-07,6.551123182742841e-07,6.452193101884112e-07,2.912308411949547e-07,1.8632185869291455e-08,1.5396092138646903e-06,6.591308291839326e-08,2.953241879932824e-07,4.585021634280601e-07,3.534485848593552e-07,4.027398238001275e-07,4.020409089404921e-06,1.2278224770736049e-06,2.0704055968986703e-06,4.150986158297008e-06,1.5580365105605453e-06,3.0622259977088213e-08,2.412834777370816e-07,1.923839085955592e-07,1.118433968959904e-06,2.821893730311671e-07,1.784497044574947e-06,6.444645225329478e-06,1.031059743750165e-06,2.3516627869772253e-08,2.6992806538784025e-06,4.52602279841107e-07,2.690388328281183e-07,7.809020403525585e-07,3.041038862109239e-07,2.8258734109723545e-07,9.38806023801768e-07,1.242836485491136e-07,1.0726716472484558e-07,9.930476364222975e-08,2.286031646459303e-07,2.7402817917032337e-08,1.5145526406444788e-07,3.764996085040598e-07,1.7063517631975456e-07,1.926074296105789e-06,0.0,2.0157541214676666e-07,1.3309128270717834e-06,1.1493724162086982e-06,2.5668412901438377e-07,8.180037258490824e-08,7.407082294548808e-07,7.74172345785311e-08,2.716557260217282e-06,4.879843071590406e-07,1.7962058780269983e-06,1.6852766826324442e-06,6.105511010063603e-07,4.281523800873547e-08,8.061778393290314e-08,4.35244074485644e-07,2.196309041138512e-07,5.436288728588794e-07,6.837113076404762e-07,2.9135552928969164e-06,1.252160806459106e-07,3.56653227517944e-06,2.470068404082158e-07,3.2873049688579985e-07,4.721197266719046e-07,1.438559789914097e-06,2.203911548376748e-06,4.038989515990269e-06,3.5148577637103534e-08,4.1246918433630834e-07,5.414530491421093e-07,1.3291174492089645e-06,3.627179708177483e-07,7.609904058685914e-07,3.342781207396825e-07,2.592175706537427e-07,6.945780871291403e-08,2.8895988908599214e-07,2.156705381136661e-07,9.407866655526272e-07,1.5333916539899327e-07,2.938033586641702e-06,2.393106669445873e-06,4.403211302005656e-07,2.997010209451574e-07,1.9952372564322289e-07,8.73425784152606e-07,6.354794835638052e-07,1.0900190638124411e-06,3.191882485153538e-07,1.666372565498106e-06,2.3990207355421405e-07,5.286256980961658e-07,9.011157727222076e-07,1.3086232263071183e-06,3.138748200191937e-07,1.6192847900331577e-07,1.7095941786578924e-06,2.791150069710194e-06,2.449122339295737e-05,3.218853840419828e-07,6.080628328852484e-07,2.194347406378657e-07,0.0,4.1295305427396806e-07,1.288615253420525e-07,9.052030960069621e-08,1.0853749150724309e-05,8.336541299732631e-07,9.479451392284798e-07,5.203614759042463e-07,6.526721809889728e-07,9.431474648189946e-07,1.8085589273283246e-07,1.793547468286032e-07,1.3713766796119377e-07,0.0,1.109733539786222e-06,1.1928912309729867e-06,6.847988240313967e-07,6.496177186706569e-07,8.311098598958643e-07,0.0
2014-03,7.775189982558204e-07,8.481929700167715e-07,5.377877971001287e-07,6.238501317214897e-08,5.866079304698987e-07,1.3407684851356518e-07,9.73149095383093e-07,4.863565245791761e-07,1.372961319909363e-06,1.414265454523823e-07,5.155294835314612e-07,1.146288674396153e-07,2.669337316280282e-06,4.370182695894707e-07,2.820251928350972e-07,9.544346523004737e-08,5.219788026328231e-07,7.637319968553956e-07,3.941326688958518e-07,1.349343138508454e-06,3.0143683702692617e-06,4.977620191670881e-06,6.958269178695299e-06,2.1533114842042844e-06,1.618337375355109e-07,1.0772783244461953e-07,2.3924205267350284e-06,8.208676857310595e-07,1.1543373294440205e-07,8.772163777514546e-08,6.469363565371977e-07,7.665297574305373e-07,2.596508480639824e-07,7.63555604463035e-07,3.1223085416285795e-08,1.082578030789106e-07,3.662321015872293e-07,4.512401141299005e-07,1.8999419977176247e-06,1.3539068410847323e-06,3.876862624977933e-07,1.1497646246611882e-06,6.801122363548501e-07,3.9209302189462404e-07,7.416938586543076e-07,6.089352793450487e-06,1.5293555850850123e-06,3.267315991662116e-07,2.42467203372899e-07,8.8013262144627e-07,1.6728413352211254e-06,1.5145610726007172e-07,1.2672198579985148e-07,8.087683193134288e-07,1.5495882011006737e-07,6.415265813860384e-07,3.495151878511244e-08,9.541279594024992e-07,1.3937903069259634e-06,5.052297720216137e-07,8.933343175841529e-07,2.596476127165939e-07,1.9493433012728126e-07,5.0717743420892e-07,1.738873451943668e-06,3.650316651084556e-07,1.4228875554149066e-07,6.627995242496815e-08,5.786431982619234e-07,2.256866207818287e-07,4.066219134666898e-06,1.3773233656296325e-07,5.207509975096384e-07,4.2993230371893975e-06,1.2654465609313734e-06,4.7058014903978845e-07,1.775486625922086e-07,5.873591498631985e-07,3.537224088589034e-07,1.9862221743008014e-07,7.377887609004382e-07,1.8828134255492925e-07,1.0654272462926392e-06,2.190332663036809e-06,4.820929032763306e-07,1.9078187189121024e-07,1.988576159583531e-06,3.036225386271056e-07,1.4122802211257404e-07,1.157924356279262e-06,5.398555195004169e-07,7.553735427119201e-07,1.1353203644542374e-06,3.0659236129276697e-07,4.542887959199999e-07,2.730847038528012e-07,4.0080068693060777e-07,2.397815543222142e-07,5.403760883318555e-07,1.004782833198922e-06,6.559260092073661e-07,1.9017814793619865e-07,6.300421440965778e-07,8.360622083267053e-07,6.026912534287725e-07,1.4989884176918565e-06,7.789951960718429e-07,4.949159918536375e-07,1.359820702532059e-07,7.276575795716962e-07,8.139367361586172e-07,3.281011323049858e-06,3.636082709206795e-07,1.314487026256689e-06,1.0141450830821123e-06,4.6264316154240686e-07,1.4513010671944336e-06,2.84798501377032e-07,2.209743045211848e-06,1.3377946289938269e-06,3.684618254189878e-07,1.3035551824836716e-06,1.1064788874003483e-06,8.078704623957317e-07,2.023455933332726e-07,6.303517992176144e-07,4.893109771544513e-07,1.506218290656906e-07,2.3459290710465143e-06,2.662654588452169e-07,1.8603557288489552e-06,2.990590384169967e-07,4.499626847794823e-07,2.0311050490189715e-07,1.1695240728865505e-06,1.1577057325042882e-06,5.394573896772546e-07,9.726092325306808e-07,1.179263154471536e-06,2.467668294683972e-07,3.933092812726458e-08,1.829446211273116e-07,2.0909111542814925e-06,6.923098700952915e-07,9.040294087804509e-09,3.867218503108487e-08,1.6835662065378175e-07,1.1622965824675327e-06,3.429876653471154e-07,0.0,6.246877611191034e-07,1.8220633771391186e-07,1.8604209032613442e-07,7.580727396949887e-07,5.354210206777139e-07,8.74417537305078e-08,2.0266973925022527e-07,1.3472836456168313e-06,1.688027418098881e-07,2.631119855757804e-07,4.440038506750737e-07,7.628659780012642e-07,5.578933434921166e-07,9.250155640891294e-07,5.295115655159793e-07,6.440046941430995e-07,2.840555784291263e-07,1.397204304061735e-07,1.6140505210744124e-07,6.209234630764522e-08,8.719837480329664e-07,2.0939014158961054e-07,1.2247628906345265e-07,2.590666938242992e-07,9.179778339643348e-07,1.3206869212491953e-08,3.7981111453908585e-08,7.128541571569825e-07,6.678877512424973e-07,1.2769729812044445e-06,2.2658468757477152e-06,3.171710361266844e-07,2.3298537549778205e-07,8.763136728815486e-07,1.579082195161026e-08,2.3149496587819426e-07,2.8690913337416104e-06,6.661794693265303e-07,4.751934031569543e-08,8.184191311840501e-07,2.550681383441193e-06,1.1105203985112425e-07,3.2633320520435905e-07,3.158324834837888e-07,1.6433227536188188e-06,7.490713485770194e-08,1.4570779703847753e-07,2.312489130102059e-07,2.3322733414181642e-07,1.3034188471543565e-07,2.4976106888182214e-06,8.95421424580147e-08,2.0380539773817984e-07,3.139865273672388e-07,1.7839740611694915e-07,4.5763313993298684e-08,5.909710700605345e-07,3.6930345804975456e-06,1.3440315835532568e-06,2.351936743311113e-07,1.0395755494173286e-06,4.3843446106866205e-09,7.477142731285623e-07,5.822763610205116e-07,4.2441636549010775e-06,5.515359503615592e-06,1.688501664156742e-07,1.459213813725652e-06,5.64270081449226e-07,8.583616639224014e-07,4.4916997890846636e-07,1.9775441832713296e-06,1.866768263067768e-07,2.1194151646290557e-07,5.294741739705484e-07,2.482227190172678e-06,4.609242242540759e-07,1.89994268593312e-07,7.629428762125405e-07,5.839009112377941e-07,3.894927753349655e-07,1.810801050145336e-08,1.2289594206841017e-06,5.6088110859851296e-08,3.933130319684217e-07,5.004736191235004e-07,5.895805559903968e-07,4.401390486310758e-07,4.756610649448042e-06,1.6490195762244566e-06,2.0469680549883477e-06,6.041568421630186e-06,1.2463561590419717e-06,3.15515973046591e-08,2.248985606634904e-07,1.5790514064044726e-07,1.6284225081531366e-06,2.882442062767768e-07,2.03171613043492e-06,7.47245267658473e-06,1.3941794031924904e-06,2.698242317571953e-08,3.320562707300551e-06,5.573514764440929e-07,3.386589955347012e-07,1.103009892204825e-06,3.062265986378144e-07,3.295031956085997e-07,1.3331427069468008e-06,1.329811426239039e-07,1.1860551819291037e-07,9.145790662001437e-08,2.241165065841046e-07,2.6687797164032505e-08,1.5310855610299092e-07,4.97557241082826e-07,2.058750369733068e-07,2.497726621327718e-06,0.0,2.3040901715307e-07,1.398332718721479e-06,1.3415368852566049e-06,2.7494534316877095e-07,9.071463514511932e-08,1.005114158301065e-06,5.854726111233744e-08,3.1170210174546304e-06,5.459885618971832e-07,1.7704676215239411e-06,1.8734388733033475e-06,8.334052472625517e-07,4.244823517479102e-08,9.636196104397633e-08,5.442092566280131e-07,2.555247108451727e-07,6.26990319157928e-07,8.289490982228435e-07,1.5657726573837863e-06,1.505823586427692e-07,3.679633833289642e-06,2.969273956969761e-07,3.56533343697525e-07,4.417947326835175e-07,1.3604175007685777e-06,1.5708594966097812e-06,3.615858803522226e-06,3.3510104309728126e-08,5.389124871805289e-07,6.666265265403167e-07,8.514763601174158e-07,3.86624812727662e-07,1.1020258270181955e-06,3.717341151582321e-07,3.259579069935691e-07,7.617133754253386e-08,3.805897248302907e-07,2.818692234498284e-07,1.1715645092931376e-06,1.8038983610948415e-07,2.0856142175339003e-06,2.767453663529048e-06,6.023934549815208e-07,3.576680832888309e-07,2.388221640898264e-07,9.552116374632493e-07,9.592674025395236e-07,2.0458201035600837e-06,4.1980607394157436e-07,1.7461059056247004e-06,1.6045614280826073e-07,4.658616264874225e-07,1.179781146130355e-06,1.091548638300767e-06,2.945240677999518e-07,1.9667245905999558e-07,2.291535119144498e-06,2.54821327075702e-06,2.757660054497669e-05,4.13698480290154e-07,5.826254620292721e-07,2.3729753930569494e-07,0.0,6.358626207236057e-07,1.5559868935546836e-07,9.044647597747149e-08,1.0570059749878976e-05,8.223822396667504e-07,9.081837976203668e-07,7.434100939129705e-07,7.580233473001979e-07,1.213678273338424e-06,1.93242127054991e-07,2.2983202580584454e-07,1.248949871125543e-07,0.0,1.435063581326544e-06,1.4433188389987217e-06,9.058481305949884e-07,8.325901019368552e-07,8.500476778553725e-07,0.0
