,AAPL,AMZN,TSLA,GOOGL,PFE
2018-01-02,,,,,
2018-01-03,0.04091477650328068,1.2315568696622377,2.3336823646724,0.7560185053911346,-1.033345033720149
2018-01-04,0.5420692396040974,0.4401211458226031,0.7353941003060314,0.21068073980742708,-0.8357284299523362
2018-01-05,1.2279389360247421,1.5660329368176455,1.8918469827082918,0.19006593923493398,0.6091424956015001
2018-01-08,-0.33671554394574577,1.4008424495550122,0.7076869734673912,-1.1172730441363632,5.874731987244274
2018-01-09,0.04665613178271921,0.47030808850252215,0.09485275041618668,-0.1059501695247973,-0.8141900839139689
2018-01-10,0.026562777471194954,0.12168175014497451,-0.04877015389977701,0.15548901429064044,0.3277723014729905
2018-01-11,0.6482939165911834,1.7141373407599816,0.47255591457027024,0.2361809262952257,0.9325466652164998
2018-01-12,1.1273704069973394,2.1074826437403873,2.32499524300505,-0.04796823166588049,-0.5233683687403184
2018-01-16,-0.4776407556911543,-0.012525915965227119,0.2584737369122012,0.1553226527532845,1.1473112401743082
2018-01-17,1.730033430529971,-0.7582074873742172,1.1575768549929784,1.5106364564306718,2.0378335390067748
2018-01-18,0.15263354317573108,-0.12947381264175495,-0.08713036023090714,-0.5121280849127485,-0.750922097648551
2018-01-19,-0.4161016560400024,0.11208827318690484,1.0937782507793568,-0.14772059306976748,1.5448277335504503
2018-01-22,-0.8144351462397331,2.3871949876475593,2.47557066496772,-0.033070579997075744,0.4129151008971357
2018-01-23,0.08299621335926144,2.52126705004052,1.5343968095612008,-0.2844108609143091,0.34228856127108775
2018-01-24,-1.6655871327480587,-0.362497922106748,-0.26729112770957675,0.3304593909561706,-2.006477645806048
2018-01-25,-1.8818030414670852,1.465424608722127,1.3880902793825793,0.8626747645678854,-2.4416899761090534
2018-01-26,0.30790849448456314,1.699444236891336,0.7462159624949394,4.541029345940936,1.5195538979991587
2018-01-29,-2.1930942785134473,1.089901836476466,0.13924353704335513,-0.0027939621507641066,1.9148679138985742
2018-01-30,-0.573189970014097,1.3428713337215648,-0.7132274331439014,-3.223120099458371,-1.0728349386623568
2018-01-31,0.3435276313933322,0.9013682242810981,0.8104112135563164,-2.0316521024931475,2.4007742165491157
2018-02-01,0.273499979341437,-4.514342697836176,0.16917895600241617,0.3597415700030686,-1.4466932949924094
2018-02-02,-4.867334073756682,2.9196638260736405,-6.682072031927517,-0.5954778660672886,-1.6043987970375453
2018-02-05,-2.6798642893805407,-2.891112302444776,-6.683403786894817,-5.662380450734317,-3.2666576898237163
2018-02-06,4.033193096746104,3.3992578919620726,2.6480175098959795,1.6574313062293933,0.1932951995158838
2018-02-07,-2.2837883127821463,-1.8584733601915862,-3.1831717576860044,-0.8601020363972863,3.3146504485550716
2018-02-08,-2.998837043157326,-5.136920053684002,-5.827671296587772,-4.282777457090434,-9.880962562818013
2018-02-09,1.3356818697673383,-0.8089591476328036,4.826590837043916,1.6296826689015567,-1.538798203975154
2018-02-12,3.9984543180040975,3.2959253948802427,1.2057157849390405,1.4456917905080933,1.6871829126870406
2018-02-13,1.067333641850543,1.938680781147815,0.18031798825739465,0.7532908161112528,2.4365468747600896
2018-02-14,1.8833593325562394,2.409550255715058,2.3449245394379705,0.7026095963408954,-0.4288096952977781
2018-02-15,3.392077985746658,0.7387586397536114,2.334742784724429,1.3858172550350711,3.4874601876144062
2018-02-16,-0.2891355575727904,-0.9016025152718972,0.6883835204823374,1.4943911240160035,0.42050207521225347
2018-02-20,-0.3014123951472665,1.3040994507738128,1.1538450019475754,-0.6945142181202597,-0.22276887941663237
2018-02-21,-0.42110402237495625,0.9853020769669978,1.3898127418338668,-0.6966572777247073,-0.44338442083520935
2018-02-22,0.9184873852082183,0.17076330716539467,-0.18557711957094158,-0.0849612744940077,3.757229638874346
2018-02-23,1.823827444757951,0.9711926442881447,2.2163206104670556,1.404900301446693,1.6478971197911765
2018-02-26,2.049976517046967,1.4217737243944302,1.8748687117625007,2.2023054526007253,1.4765271059441805
2018-02-27,-0.286392881740665,-0.6565861069924297,-2.681616226557593,-0.7848671148246322,-1.8514607748265952
2018-02-28,-0.10069658092991285,0.035886503787387225,-1.2927847304297697,-1.3591737008494147,-2.333024553339354
2018-03-01,-1.8412067024336354,-1.275890770175288,-3.562306918831345,-1.9471739971693247,-3.76028460897773
2018-03-02,0.7420714978707497,0.4230788300970241,1.6712923981134904,0.8442095624595438,1.1959982588647815
2018-03-05,0.4036563680491152,1.484368478183852,1.4273938351655802,0.4664252462196963,-0.5380983304894982
2018-03-06,-0.029451084461549648,0.9069247668827911,0.9548186198544022,-0.6632968269065256,-1.5697895736652554
2018-03-07,-0.9336521859421304,0.45871132579992846,1.7921485942059445,0.11563630405938552,1.1893153853351142
2018-03-08,1.1720616021392178,0.44032472805239653,1.7806292227128813,1.5909082827730976,-0.9726460989565832
2018-03-09,1.8003988026528868,1.6855294775588359,3.58957374846684,0.7180085241314598,-0.5974514866185296
2018-03-12,1.0454936604079692,1.2119338911189463,0.7999773355493571,-0.46455993895788417,5.3033382587461295
2018-03-13,-0.9705028531141795,-0.6366347907938131,-2.5957902691256205,0.3274920394189511,-1.0756644390253585
2018-03-14,-0.8482674118941088,0.1816947526246382,1.2434273521824974,-1.1035096980156638,-4.646810159974346
2018-03-15,0.1760436097942184,-0.5449512949224665,0.4191998519149085,0.6476851580060659,-0.3169560198270912
2018-03-16,-0.31707627751301826,-0.6745606041720917,-1.5287029212753493,0.5513390245363099,-1.328503188177088
2018-03-19,-1.5877222928526462,-1.7360173588842067,-3.6712571737339332,-1.2408740079394636,-2.5082407713396115
2018-03-20,0.017191992913723197,2.53830006258841,-0.24086011308276356,0.013910808862934276,-0.9691740077374325
2018-03-21,-2.418694845571933,-0.2919067315209931,0.044323891714094454,-0.181973817915152,1.8854585760879097
2018-03-22,-1.459386913830131,-2.40956578262994,-4.620026825765853,-1.8957035266573783,-2.43955166804094
2018-03-23,-2.4736866243070086,-3.367272962843432,-3.034322157846798,-3.2897573638427886,-2.5435680976800654
2018-03-26,4.667952920140437,3.7946306854230567,3.474494165095308,1.5963279379780944,0.8617255911891488
2018-03-27,-2.772907064955122,-4.075783001551923,-5.597551667485833,-0.004391018366578514,-9.40478590055287
2018-03-28,-1.124098831696116,-4.6239798589031444,0.02142163633611438,0.8695584534417429,-8.27789719057845
2018-03-29,0.8696260962011819,1.0399656046002868,4.075424213055036,0.47975943474762506,3.034122997859652
2018-04-02,-0.6419572163443232,-5.641410054720059,-2.7834438252432183,-1.2591668583556925,-5.471595329687862
2018-04-03,1.1133310700861396,1.4398628997732246,0.9487122204308218,1.789362786063562,5.609075664244572
2018-04-04,1.9106056646608032,1.2271410266885647,1.5156528092982104,0.9781807456804958,6.527109821113228
2018-04-05,0.7762717936531514,2.8107809530543433,0.5923066152516876,-1.11310154783507,6.237980805319534
2018-04-06,-2.737823381088077,-3.351173737805383,-2.566071908370752,-1.595638879012624,-2.159910919667592
2018-04-09,1.0854733854191618,0.07474852716432845,1.4663110881679957,0.8850360059709033,-3.32792132443911
2018-04-10,1.9941844868014353,2.089433286053744,2.2139847520989395,1.318562360059282,4.900265323760824
2018-04-11,-0.44217029602323155,-0.6394756551319445,-1.1439288853631888,-0.44741282870820953,-1.2544939636296568
2018-04-12,1.072698471442377,1.465430686675833,1.685731395002672,1.5281583692325915,-2.3218412659518854
2018-04-13,0.4092338481569602,-1.240835343714414,0.09525704759806564,0.010854340269111917,2.1166065786675423
2018-04-16,0.6985218599184111,0.7472075697294398,1.435284762488262,0.6169894824107831,-3.134075633187204
2018-04-17,1.4588241010083642,4.002673410332862,4.129639932975443,-0.5486399653998197,-1.2197790845115992
2018-04-18,-0.1838117764455689,1.5493002763241428,-0.21857874600585492,0.42736954192365917,1.9393033475795547
2018-04-19,-3.0298938909283146,1.8419476585378147,1.8350057596285718,0.07617425453422744,2.181920537811715
2018-04-20,-4.547891287618349,-1.946473097063378,-1.1559189970906325,0.29463829148232135,-3.4057187576508907
2018-04-23,-0.24555939376748448,-0.6275008573121573,-0.16663239737400526,0.5028384225118749,-2.436557065769982
2018-04-24,-1.4407155356539691,-4.109908895479872,-5.95429303178612,0.7108078551474397,0.06863904384129715
2018-04-25,0.5006534197713743,0.003981571261554073,0.29337416434874863,-1.0363453668294416,-0.9867616038615326
2018-04-26,0.4179341755715844,3.7027413857033045,2.6573432536504518,0.42687345413943945,1.651971406734548
2018-04-27,-1.1814782597927678,3.6504389184167447,-1.1850649758005376,0.3637688381278892,2.9779850349355605
2018-04-30,1.8714988305716127,-0.4082677513079772,-1.3320602723448614,-1.0652126442813477,-0.046652074955316536
2018-05-01,2.390109464003665,0.99512198878671,2.9088910100473617,-3.3663930493093734,1.9365616565167367
2018-05-02,4.467149037512058,-0.8000049603811792,-1.541889682241929,-1.457796466902811,0.41935073817826596
2018-05-03,0.23668876543555517,0.14380809697683206,0.27490830621198215,-0.3864239079388846,-5.866572440227565
2018-05-04,3.8766625780870854,0.5427932224949434,3.1289471967758216,0.18322724032397342,3.1501460406738415
2018-05-07,0.8099811563101234,1.184430149127139,1.2256228994042009,0.23575843763073312,2.84653300864178
2018-05-08,0.5481573810167786,-0.4858542381467743,0.13806319591156924,0.1385323456337504,-0.2607491240212779
2018-05-09,0.7818996195398595,0.9609691275605519,3.6863451596766,0.5079066261352294,1.5312472916743123
2018-05-10,1.507773664580438,0.06672226350778199,2.0656967320099344,0.6123183545443358,-0.6037481749775784
2018-05-11,-0.3482996197359378,-0.38182718734854404,-0.013020136208942601,1.346396804973331,-1.3145032440134898
