,AAPL,AMZN,TSLA,GOOGL,PFE
2018-01-02,-0.042715820483614664,0.014513686626387079,0.019173397988022645,-0.20121381101824054,0.02733982626620901
2018-01-03,-0.05603008280057731,0.013380428455695759,0.01637911896060129,-0.19684056421600493,-0.011682243198898212
2018-01-04,-0.05170035925455674,0.003809125591610396,-0.0012123274782127602,-0.2007911155330312,0.005593383590601686
2018-01-05,-0.045880531706855354,0.009552299524499874,0.006198723098856718,-0.2016625480610158,-0.00012632525174016696
2018-01-08,-0.05438561299721467,0.008794482194653286,0.002889281277376199,-0.20839283068785674,0.06458858627536568
2018-01-09,-0.05557783254215787,-0.0033416006856682445,-0.0050517008732220425,-0.20318568033808226,-0.004385945817947712
2018-01-10,-0.048214987838615,0.007372599864096774,0.0028365221262784956,-0.1996761650793567,0.007826559662230448
2018-01-11,-0.05064862309068485,0.013447221309735857,-0.0002337565598277136,-0.2042702391411172,0.008083815241271441
2018-01-12,-0.049501685932570316,0.02498062229963649,0.018511848172508838,-0.20448850898014626,-0.007116861338684721
2018-01-16,-0.06347519233022392,-0.013711342239406621,-0.008427520148671208,-0.20187479412787845,0.007465834110167879
2018-01-17,-0.03854951496712711,-0.013137833294728174,0.002411225943969475,-0.19473193391740007,0.019649270702585486
2018-01-18,-0.05496549950013574,-0.00048690859738598213,-0.002966581329407747,-0.20639113522588126,-0.003182243531350104
2018-01-19,-0.05518015853387137,-0.013277472828131742,0.004806525869836875,-0.2078897762013584,0.014550748078719478
2018-01-22,-0.05598572679297864,0.023235255818253808,0.017782487758031262,-0.2016644069126674,0.006181987755902396
2018-01-23,-0.05577237914811206,0.01827225344032324,0.004741080128132014,-0.20252903862680627,-0.020027796427408817
2018-01-24,-0.07055035632823514,-0.012590649077360516,-0.011552965309169494,-0.20382262393625328,-0.024507827469451904
2018-01-25,-0.07280954703053433,0.00727335595753642,0.0012111165547348257,-0.19692054442569862,-0.030522342258253787
2018-01-26,-0.05707967004110648,0.00721257586999946,2.5248642917530262e-05,-0.16596922586712182,0.003953154623421495
2018-01-29,-0.06661184048288649,0.006031920038132466,-0.0012794648429417244,-0.20212017205257082,0.028483109021343322
2018-01-30,-0.046159473474522095,0.024694059199755536,-0.0002972154770748414,-0.21108600532318,0.001970238032573679
2018-01-31,-0.05121245516639006,-0.00028250785386552124,-0.0013430921047967725,-0.2210357308151707,0.01956776333311505
2018-02-01,-0.05093507434016031,-0.03806228373702425,0.0047619245337466864,-0.19030443473103875,-0.004985760501075132
2018-02-02,-0.0857163394790098,-0.03211070432895424,-0.007290970709910249,-0.19492112030511555,-0.013459961485725147
2018-02-05,-0.0698981986573417,-0.008997401060245602,-0.03472618547939599,-0.23507511461393216,-0.014320775206240532
2018-02-06,-0.004304647933726646,0.0597740713775925,0.04879202732054844,-0.1687522628157172,0.026936422673735416
2018-02-07,-0.07496894257684084,-0.022236026623797422,-0.027245004348875113,-0.19857761616169012,0.017729160145128153
2018-02-08,-0.08470851085198006,-0.05538301675288393,-0.0492135432893116,-0.22664553085294248,-0.08179195660105365
2018-02-09,-0.05452012582404453,-0.02467431385497032,0.019875633756330835,-0.1958473285279474,-0.029725199430102656
2018-02-12,-0.025310913471017327,0.015798734746046428,-0.001996825267319813,-0.19023470448038027,-0.0012652105824457749
2018-02-13,-0.036518395579991814,0.02062154409786987,0.003942871093749911,-0.18652661512382207,0.027426840340623482
2018-02-14,-0.025314298404986668,0.03185774739583325,0.01743301322516677,-0.18377559584151615,0.004581702918566188
2018-02-15,-0.032635782243708,-0.0034971981846192435,0.007300755524471736,-0.1874042570895792,0.029491548167856374
2018-02-16,-0.05014481065282317,-0.005955908374184138,0.0019389930326596527,-0.18388746383233445,0.008992388216612968
2018-02-20,-0.05163394977184543,0.015112476458949198,0.009910686458390439,-0.19536439549713858,0.0008969619455811983
2018-02-21,-0.060199069675622496,-0.0014006232573127164,0.004192555428158329,-0.19984006660240117,-0.008124324186256415
2018-02-22,-0.04666178468321358,-0.006700720439437147,-0.008282941417672496,-0.19805792888790852,0.03171094161954713
2018-02-23,-0.04052571699483998,0.003116371050198685,0.008429735720375087,-0.1877488103264503,0.012132306371190227
