Date,AAPL,AMZN,GOOGL,PFE,TSLA
2018-01-03,-0.017407764612542564,1.2614160567015698,1.677478447093339,0.7355042701493897,-1.0338911959941965
2018-01-04,0.46234370592116436,0.4456067481341752,0.38694238301614226,0.21745254159092342,-0.8359275808905942
2018-01-05,1.1257199130295215,1.5905444520198597,1.3086697515727774,0.1899156038555727,0.6191171243583371
2018-01-08,-0.37278867567978047,1.4219566157297914,0.35181725113774265,-1.1248475442653394,5.894595021661997
2018-01-09,-0.011514747438723383,0.46539490598583866,-0.1276056505471468,-0.10987142363980684,-0.8151287400293139
2018-01-10,-0.022932934360153645,0.12995146086365317,-0.2387080816780962,0.16453251800003788,0.3315385569847784
2018-01-11,0.5648100992670879,1.750634946246199,0.17175656575233456,0.24617398450818007,0.9320949197563322
2018-01-12,1.022061985247913,2.185109493966342,1.645071923396868,-0.05474370975113718,-0.514545036348224
2018-01-16,-0.5107976091891286,-0.02606551108397248,0.00441961035770877,0.16394810002245963,1.129214731432271
2018-01-17,1.6247919659389987,-0.7613841170970082,0.7374277414447739,1.5599686317988581,2.0451584420494884
2018-01-18,0.08927846473446577,-0.12989767932662932,-0.27553856149609146,-0.5136806121586623,-0.7516610075032348
2018-01-19,-0.44832125922738,0.09732255135718182,0.6585031588095647,-0.13531929012684518,1.5570595138860388
2018-01-22,-0.8248241294447345,2.4658973296918574,1.7746717681339397,-0.02709303416179587,0.4380402463819766
2018-01-23,0.022594937931819103,2.58560853400992,1.021107860221926,-0.29874253451758204,0.34865245889514895
2018-01-24,-1.6186297233651947,-0.37052448705559016,-0.41663377264118395,0.29785272174750466,-1.994849844479596
2018-01-25,-1.8175993614477193,1.4833565194878329,0.917826241428843,0.8058215678879321,-2.4434360307059144
2018-01-26,0.23325350917542398,1.7189141832567478,0.45639785100284325,4.562933891718357,1.5196175133158407
2018-01-29,-2.113620072752065,1.1025079572416385,-0.09102056267362713,0.025609566142037465,1.911138442880922
2018-01-30,-0.5928912962718913,1.4007263371338952,-0.7737611087178298,-3.227500175229303,-1.0728132909913146
2018-01-31,0.2747222828057949,0.9008310728246482,0.41024564789191587,-2.0518392266768437,2.3962066635486723
2018-02-01,0.2086341632214883,-4.380578788921996,-0.053320984319049636,0.35296222419167744,-1.4488204147528938
2018-02-02,-4.535840353411813,2.7938006598856924,-5.574516185809841,-0.6009227184101462,-1.5999921431112396
2018-02-05,-2.5624448015640455,-2.874097206609716,-5.347376990293262,-5.59561154837338,-3.1879453144685987
2018-02-06,4.011526972482149,3.662219447204651,2.032406300309675,1.729012999120405,0.251518491492142
2018-02-07,-2.187544060480362,-1.8393843236985452,-2.7496427143731905,-0.8576217629965965,3.1970977783203125
2018-02-08,-2.829518533795694,-4.907804941045479,-4.733501172789123,-4.014272665789176,-9.443898927282014
2018-02-09,1.2083402003426835,-0.8136729495832329,3.685468587183449,1.5515148271305734,-1.5495071597459331
2018-02-12,3.8719388732722626,3.36379558068276,0.7861120944234523,1.4425974753733417,1.681817077949077
2018-02-13,0.9918379341216199,1.9992809164658176,-0.039842730862016396,0.8013780433954176,2.4500967360948978
2018-02-14,1.8103691140031075,2.518170846495027,1.7302090391578484,0.7104104476976292,-0.4188521271618173
2018-02-15,3.248739085006447,0.7326778561951741,1.7097977905683126,1.4561786995316406,3.52022203736998
2018-02-16,-0.3247817204381276,-0.9021885616751879,0.377910956924532,1.5168216573672288,0.4232564188389687
2018-02-20,-0.33748323244746636,1.33892009948271,0.733060375147554,-0.6942402089989974,-0.21506598547482714
2018-02-21,-0.45595302166694385,0.9825214167052065,0.9122324043385199,-0.6991217323400134,-0.44105077916738455
2018-02-22,0.8289673399221709,0.1629183495433284,-0.34688002850764565,-0.055944534889862396,3.717825784465134
2018-02-23,1.709389812889428,0.9773356119791687,1.6124602422234235,1.4340772886960118,1.6702181927257587
2018-02-26,1.9388831558897257,1.4422334627198108,1.3648724326174144,2.2378159239829443,1.5024333344486496
2018-02-27,-0.3251377878468409,-0.659406401025664,-2.343606150076738,-0.7880435446592893,-1.831962842483792
2018-02-28,-0.15156876696340582,0.031073471407161435,-1.2310685382153963,-1.349485565164965,-2.3115441017525384
2018-03-01,-1.782864004653395,-1.272217938969744,-3.034318781672396,-1.908519412328613,-3.6654257056506934
2018-03-02,0.6866845381701681,0.45325292680927776,1.1742049987192194,0.8901201141758297,1.2502974184970816
2018-03-05,0.3449753579292003,1.533199868204016,0.9700724177827413,0.47066060869717097,-0.5309735880420385
2018-03-06,-0.08491620721555737,0.9124470406996932,0.557724074403132,-0.6688959485522394,-1.5691691552424114
2018-03-07,-0.9369723636903915,0.47637050591625707,1.2681172807322172,0.13915303580522842,1.2338301192959644
2018-03-08,1.079464907876404,0.4420531608305356,1.2697282512137753,1.5616413945692242,-0.9723478791700657
2018-03-09,1.6890740139835603,1.7119639747670279,2.7101031181512525,0.7342821204358585,-0.5899127447876795
2018-03-12,0.957538792865964,1.219975658719552,0.4365636662762795,-0.4370229197729447,5.308099648489417
2018-03-13,-0.9723952235529465,-0.6428814092143353,-2.2826407928557613,0.38093751898808925,-1.0736033807341672
2018-03-14,-0.8574365399782291,0.1772551405621159,0.781626287102144,-1.1003960480265418,-4.656644838114787
2018-03-15,0.11755607504841947,-0.5485688761271534,0.14948338253893967,0.628776087703764,-0.3163381015583999
2018-03-16,-0.35387107822755226,-0.676979643621145,-1.4271571792990434,0.5437486494228372,-1.3225521091709824
2018-03-19,-1.551667440873139,-1.7314720519892912,-3.1225262396317843,-1.2386364933276939,-2.4843709453785223
2018-03-20,-0.034206962024674326,2.6208500010387215,-0.3896714236082399,0.0,-0.9692469737691445
2018-03-21,-2.317995942641482,-0.2939554222592289,-0.16453409750016856,-0.1654155366370702,1.8892351217175363
2018-03-22,-1.4332233357765567,-2.3910624103931966,-3.8788387122199453,-1.8820349512557621,-2.403749856069526
2018-03-23,-2.3705533308000293,-3.3004390641161674,-2.591207144065377,-3.2183243115079696,-2.5071286000106108
2018-03-26,4.532042083925636,3.8756692993388686,2.6126781318814296,1.569633325950781,0.8679100612855928
2018-03-27,-2.631566134742558,-3.928390255616443,-4.682499777999416,-0.08567726418347021,-8.954803255733124
2018-03-28,-1.1172855928744507,-4.584960122392667,-0.17509551164527348,0.8215087681684774,-8.301650243549874
2018-03-29,0.7748359030449903,1.099945631587107,3.0815504574407515,0.5353752711802051,3.1375679725407224
2018-04-02,-0.6599677117288261,-5.49201387892575,-2.4204264016544075,-1.255343996907765,-5.406367679507418
2018-04-03,1.0155207485721962,1.441037805908818,0.5939016668761177,1.7656888692751838,5.6255307671996935
2018-04-04,1.876331843868917,1.3129478970419828,1.0711796995024336,1.245506812845254,6.764483592042502
2018-04-05,0.6886659450281885,2.83657387928703,0.2837380575527848,-1.1195044017355826,6.14287072577826
2018-04-06,-2.6250146625802717,-3.310495948938663,-2.2466430325035036,-1.5922747665051418,-2.1450025345815193
2018-04-09,0.9820752089518159,0.06045652653760003,0.9940298525323299,0.8178230539827691,-3.3280355451919874
2018-04-10,1.8469942617978186,2.09855901957533,1.5832115930285995,1.362999464527237,4.936001630792452
2018-04-11,-0.4697119659123228,-0.6425788695098467,-1.1160369720414343,-0.44706371699574365,-1.2527825403921167
2018-04-12,0.9762486521485703,1.4808451377820608,1.1790334589661722,1.4592511391910645,-2.329299577646937
2018-04-13,0.337641644394826,-1.2377857110482449,-0.1206517166248755,0.0,2.0843057737526594
2018-04-16,0.6199738014520784,0.7429755052760556,0.961671281547194,0.5748612624301819,-3.1351982462688444
2018-04-17,1.3577275393262145,4.144751661508805,3.08145242651523,-0.5504837186265599,-1.2235400866431823
2018-04-18,-0.22492328977194997,1.5715003078044076,-0.3691642464835221,0.4385010507501286,1.9294422122148491
2018-04-19,-2.9166743781355198,1.8671585305436,1.2905578355307146,0.1094488691833373,2.2427300764757296
2018-04-20,-4.2722561018480265,-1.9260364906731553,-1.1259397496531598,0.2730149309259522,-3.3902984862029806
2018-04-23,-0.29050867222364385,-0.6344441945757451,-0.32687865169145347,0.4619771568911468,-2.4243931974752053
2018-04-24,-1.411550619646218,-3.956600409286559,-5.003712712382402,0.7015634729498066,0.03175325720693456
2018-04-25,0.43384929965337715,0.005475804572296905,0.034217011776449535,-1.035985120481886,-0.9868485093050827
2018-04-26,0.34710580752670417,3.807087642739526,1.9476451444923826,0.4613232385379362,1.6778695340234573
2018-04-27,-1.1705429656830857,3.47572101861362,-1.1498421419082971,0.40539340921802447,2.9243763961325997
2018-04-30,1.7790355775996858,-0.4143888368721482,-1.2635187344034682,-1.0652770536324851,-0.06125062046431484
2018-05-01,2.270837536766479,1.0194224426850362,2.1301900593476364,-3.418073050760362,2.007209029812562
2018-05-02,4.230585586594149,-0.8014344241379145,-1.432672426504289,-1.4617523933121657,0.4084379604094912
2018-05-03,0.18094134197131906,0.15265778188281454,0.024353402663213064,-0.37396709581061227,-5.870986119034649
2018-05-04,3.775188034669974,0.5610605396396462,2.3501439168063465,0.2295947446641189,3.277913602344773
2018-05-07,0.7183366578489281,1.1992739740840697,0.7985206409019785,0.2576491536606773,2.8668626050417423
2018-05-08,0.4783509443323841,-0.4866955726906541,-0.08218288939703111,0.14296076230125854,-0.2649362136907696
