,L,2,3,4,5,6,7,8,9,H,H-L
Excess,0.2657294660093178,0.19322516555745003,0.18494381358327242,0.185475410009366,0.1691966419634313,0.1697922368750537,0.1559368143869032,0.1488391248986419,0.14208406415760744,0.1208466869510173,-0.1480564174816616
CAPM alpha,0.23137900635339465,0.16002826284206645,0.15436343936267274,0.15260837314359266,0.13551739963427512,0.13310575715712272,0.11911107916099752,0.11692555032233677,0.10691557980619693,0.08963044562594982,-0.1458764173721493
CAPM T-Test,***,*,*,*,*, , , , , ,***
FF-3 alpha,0.2525660547111073,0.1862105885167015,0.17958072822944432,0.18042349175829508,0.16286969593678086,0.15829921861147478,0.14584822366689423,0.1447680756105293,0.13542802381149774,0.11302932905308405,-0.14324612344647597
FF-3 T-Test,***,***,**,***,**,**,**,**,**,*,***
